| independent_var                                                                     | dependent_var                                               |          rho |    p_value |   sample_size_N |      FDR |
|                                                                                     | birthweight                                                 |  0.228165    | 0.0821975  |              59 | 0.966043 |
|                                                                                     | nicu_days                                                   |  0.162138    | 0.219861   |              59 | 0.966043 |
|                                                                                     | accelerated_villous_maturation                              | -0.149832    | 0.257354   |              59 | 0.966043 |
|                                                                                     | delayed_villous_maturation                                  |  0.170494    | 0.196687   |              59 | 0.966043 |
|                                                                                     | villitis_of_unknown_etiology,_high/low_grade,_focal/diffuse | -0.13879     | 0.29448    |              59 | 0.978627 |
|                                                                                     | maternal_inflammatory_response_stage/grade                  |  0.104497    | 0.430907   |              59 | 0.980905 |
|                                                                                     | increased_syncytial_knots                                   | -0.0922179   | 0.487265   |              59 | 0.995317 |
|                                                                                     | apgar_5                                                     |  0.0902093   | 0.496839   |              59 | 0.999698 |
|                                                                                     | distal_villous_hypoplasia_focal/diffuse                     |  0.0159167   | 0.90476    |              59 | 0.999923 |
|                                                                                     | decidual_arteriopathy_membrane_role/basal_plate/both        | -0.0824973   | 0.534484   |              59 | 0.999923 |
|                                                                                     | chorangiosis                                                |  0.0439986   | 0.740729   |              59 | 0.999923 |
|                                                                                     | apgar_1                                                     | -0.0115247   | 0.930964   |              59 | 0.999998 |
|                                                                                     | increased_perivillous_fibrin_deposition                     | -0.0109996   | 0.934102   |              59 | 0.999998 |
| Late Third Trimester_activities_-_summary_-_marginalcalories                        | gest_age_del                                                |  0.291455    | 0.0251116  |              59 | 0.966043 |
|                                                                                     | birthweight                                                 |  0.353221    | 0.00606661 |              59 | 0.966043 |
|                                                                                     | villitis_of_unknown_etiology,_high/low_grade,_focal/diffuse | -0.154212    | 0.243546   |              59 | 0.966043 |
|                                                                                     | accelerated_villous_maturation                              | -0.0998882   | 0.451615   |              59 | 0.982879 |
|                                                                                     | distal_villous_hypoplasia_focal/diffuse                     | -0.0901949   | 0.496908   |              59 | 0.999698 |
|                                                                                     | maternal_inflammatory_response_stage/grade                  |  0.0879971   | 0.507494   |              59 | 0.999698 |
|                                                                                     | apgar_1                                                     | -0.0157098   | 0.905992   |              59 | 0.999923 |
|                                                                                     | apgar_5                                                     |  0.0609628   | 0.64647    |              59 | 0.999923 |
|                                                                                     | nicu_days                                                   |  0.0625573   | 0.637861   |              59 | 0.999923 |
|                                                                                     | increased_syncytial_knots                                   | -0.0441042   | 0.740128   |              59 | 0.999923 |
|                                                                                     | decidual_arteriopathy_membrane_role/basal_plate/both        | -0.0384987   | 0.772203   |              59 | 0.999923 |
|                                                                                     | delayed_villous_maturation                                  | -0.0439986   | 0.740729   |              59 | 0.999923 |
|                                                                                     | increased_perivillous_fibrin_deposition                     |  0.0329989   | 0.804046   |              59 | 0.999923 |
|                                                                                     | chorangiosis                                                |  0.0109996   | 0.934102   |              59 | 0.999998 |
| Late Third Trimester_activities_-_summary_-_sedentaryminutes                        | apgar_5                                                     | -0.14584     | 0.270393   |              59 | 0.966043 |
|                                                                                     | decidual_arteriopathy_membrane_role/basal_plate/both        |  0.219993    | 0.094087   |              59 | 0.966043 |
|                                                                                     | birthweight                                                 | -0.141189    | 0.286132   |              59 | 0.974715 |
|                                                                                     | gest_age_del                                                | -0.130947    | 0.322874   |              59 | 0.978627 |
|                                                                                     | nicu_days                                                   | -0.107634    | 0.417122   |              59 | 0.980905 |
|                                                                                     | villitis_of_unknown_etiology,_high/low_grade,_focal/diffuse |  0.092527    | 0.4858     |              59 | 0.993907 |
|                                                                                     | accelerated_villous_maturation                              |  0.0879016   | 0.507957   |              59 | 0.999698 |
|                                                                                     | apgar_1                                                     | -0.0578109   | 0.663622   |              59 | 0.999923 |
|                                                                                     | distal_villous_hypoplasia_focal/diffuse                     | -0.0185695   | 0.88898    |              59 | 0.999923 |
|                                                                                     | increased_syncytial_knots                                   |  0.0561326   | 0.672827   |              59 | 0.999923 |
|                                                                                     | delayed_villous_maturation                                  | -0.0494984   | 0.709671   |              59 | 0.999923 |
|                                                                                     | maternal_inflammatory_response_stage/grade                  |  0.0274991   | 0.83621    |              59 | 0.999923 |
|                                                                                     | increased_perivillous_fibrin_deposition                     | -0.0494984   | 0.709671   |              59 | 0.999923 |
|                                                                                     | chorangiosis                                                | -0.0109996   | 0.934102   |              59 | 0.999998 |
| Late Third Trimester_activities_-_summary_-_steps                                   | gest_age_del                                                |  0.149211    | 0.259356   |              59 | 0.966043 |
|                                                                                     | birthweight                                                 |  0.23553     | 0.0725286  |              59 | 0.966043 |
|                                                                                     | villitis_of_unknown_etiology,_high/low_grade,_focal/diffuse | -0.154212    | 0.243546   |              59 | 0.966043 |
|                                                                                     | apgar_5                                                     |  0.135726    | 0.305375   |              59 | 0.978627 |
|                                                                                     | maternal_inflammatory_response_stage/grade                  |  0.120996    | 0.361315   |              59 | 0.978627 |
|                                                                                     | apgar_1                                                     |  0.0444123   | 0.738377   |              59 | 0.999923 |
|                                                                                     | nicu_days                                                   |  0.0834752   | 0.529634   |              59 | 0.999923 |
|                                                                                     | accelerated_villous_maturation                              | -0.0739173   | 0.577949   |              59 | 0.999923 |
|                                                                                     | increased_syncytial_knots                                   | -0.0180426   | 0.892111   |              59 | 0.999923 |
|                                                                                     | decidual_arteriopathy_membrane_role/basal_plate/both        | -0.0494984   | 0.709671   |              59 | 0.999923 |
|                                                                                     | delayed_villous_maturation                                  |  0.0659979   | 0.619447   |              59 | 0.999923 |
|                                                                                     | chorangiosis                                                |  0.0824973   | 0.534484   |              59 | 0.999923 |
|                                                                                     | distal_villous_hypoplasia_focal/diffuse                     |  0.00795837  | 0.952297   |              59 | 0.999998 |
|                                                                                     | increased_perivillous_fibrin_deposition                     | -0.00549982  | 0.967024   |              59 | 0.999998 |
| Late Third Trimester_activities_-_summary_-_totaldistances                          | birthweight                                                 |  0.279339    | 0.0321463  |              59 | 0.966043 |
|                                                                                     | apgar_5                                                     |  0.170186    | 0.197509   |              59 | 0.966043 |
|                                                                                     | villitis_of_unknown_etiology,_high/low_grade,_focal/diffuse | -0.161922    | 0.220484   |              59 | 0.966043 |
|                                                                                     | apgar_1                                                     |  0.113842    | 0.390605   |              59 | 0.978627 |
|                                                                                     | gest_age_del                                                |  0.104986    | 0.42874    |              59 | 0.980905 |
|                                                                                     | chorangiosis                                                |  0.0879971   | 0.507494   |              59 | 0.999698 |
|                                                                                     | nicu_days                                                   | -0.0358452   | 0.787523   |              59 | 0.999923 |
|                                                                                     | accelerated_villous_maturation                              | -0.0799106   | 0.547417   |              59 | 0.999923 |
|                                                                                     | increased_syncytial_knots                                   | -0.0240568   | 0.85648    |              59 | 0.999923 |
|                                                                                     | decidual_arteriopathy_membrane_role/basal_plate/both        | -0.0274991   | 0.83621    |              59 | 0.999923 |
|                                                                                     | delayed_villous_maturation                                  |  0.0824973   | 0.534484   |              59 | 0.999923 |
|                                                                                     | maternal_inflammatory_response_stage/grade                  |  0.0494984   | 0.709671   |              59 | 0.999923 |
|                                                                                     | increased_perivillous_fibrin_deposition                     | -0.0769975   | 0.56216    |              59 | 0.999923 |
|                                                                                     | distal_villous_hypoplasia_focal/diffuse                     |  0           | 1          |              59 | 1        |
| Late Third Trimester_activities_-_summary_-_veryactiveminutes                       | gest_age_del                                                |  0.204135    | 0.120945   |              59 | 0.966043 |
|                                                                                     | birthweight                                                 |  0.206631    | 0.116368   |              59 | 0.966043 |
|                                                                                     | delayed_villous_maturation                                  | -0.184471    | 0.161914   |              59 | 0.966043 |
|                                                                                     | villitis_of_unknown_etiology,_high/low_grade,_focal/diffuse | -0.162121    | 0.21991    |              59 | 0.966043 |
|                                                                                     | apgar_1                                                     |  0.123691    | 0.350638   |              59 | 0.978627 |
|                                                                                     | apgar_5                                                     |  0.117444    | 0.375686   |              59 | 0.978627 |
|                                                                                     | chorangiosis                                                |  0.115638    | 0.383121   |              59 | 0.978627 |
|                                                                                     | distal_villous_hypoplasia_focal/diffuse                     | -0.102258    | 0.440899   |              59 | 0.980905 |
|                                                                                     | increased_syncytial_knots                                   |  0.104374    | 0.431449   |              59 | 0.980905 |
|                                                                                     | nicu_days                                                   | -0.058652    | 0.659028   |              59 | 0.999923 |
|                                                                                     | accelerated_villous_maturation                              |  0.0530058   | 0.690103   |              59 | 0.999923 |
|                                                                                     | maternal_inflammatory_response_stage/grade                  |  0.0715856   | 0.590034   |              59 | 0.999923 |
|                                                                                     | increased_perivillous_fibrin_deposition                     |  0.0385461   | 0.77193    |              59 | 0.999923 |
|                                                                                     | decidual_arteriopathy_membrane_role/basal_plate/both        | -0.00275329  | 0.983488   |              59 | 0.999998 |
| Late Third Trimester_activities_summary_steps                                       | gest_age_del                                                |  0.149211    | 0.259356   |              59 | 0.966043 |
|                                                                                     | birthweight                                                 |  0.23553     | 0.0725286  |              59 | 0.966043 |
|                                                                                     | villitis_of_unknown_etiology,_high/low_grade,_focal/diffuse | -0.154212    | 0.243546   |              59 | 0.966043 |
|                                                                                     | apgar_5                                                     |  0.135726    | 0.305375   |              59 | 0.978627 |
|                                                                                     | maternal_inflammatory_response_stage/grade                  |  0.120996    | 0.361315   |              59 | 0.978627 |
|                                                                                     | apgar_1                                                     |  0.0444123   | 0.738377   |              59 | 0.999923 |
|                                                                                     | nicu_days                                                   |  0.0834752   | 0.529634   |              59 | 0.999923 |
|                                                                                     | accelerated_villous_maturation                              | -0.0739173   | 0.577949   |              59 | 0.999923 |
|                                                                                     | increased_syncytial_knots                                   | -0.0180426   | 0.892111   |              59 | 0.999923 |
|                                                                                     | decidual_arteriopathy_membrane_role/basal_plate/both        | -0.0494984   | 0.709671   |              59 | 0.999923 |
|                                                                                     | delayed_villous_maturation                                  |  0.0659979   | 0.619447   |              59 | 0.999923 |
|                                                                                     | chorangiosis                                                |  0.0824973   | 0.534484   |              59 | 0.999923 |
|                                                                                     | distal_villous_hypoplasia_focal/diffuse                     |  0.00795837  | 0.952297   |              59 | 0.999998 |
|                                                                                     | increased_perivillous_fibrin_deposition                     | -0.00549982  | 0.967024   |              59 | 0.999998 |
| Late Third Trimester_activities_summary_totaldistances                              | birthweight                                                 |  0.279339    | 0.0321463  |              59 | 0.966043 |
|                                                                                     | apgar_5                                                     |  0.170186    | 0.197509   |              59 | 0.966043 |
|                                                                                     | villitis_of_unknown_etiology,_high/low_grade,_focal/diffuse | -0.161922    | 0.220484   |              59 | 0.966043 |
|                                                                                     | apgar_1                                                     |  0.113842    | 0.390605   |              59 | 0.978627 |
|                                                                                     | gest_age_del                                                |  0.104986    | 0.42874    |              59 | 0.980905 |
|                                                                                     | chorangiosis                                                |  0.0879971   | 0.507494   |              59 | 0.999698 |
|                                                                                     | nicu_days                                                   | -0.0358452   | 0.787523   |              59 | 0.999923 |
|                                                                                     | accelerated_villous_maturation                              | -0.0799106   | 0.547417   |              59 | 0.999923 |
|                                                                                     | increased_syncytial_knots                                   | -0.0240568   | 0.85648    |              59 | 0.999923 |
|                                                                                     | decidual_arteriopathy_membrane_role/basal_plate/both        | -0.0274991   | 0.83621    |              59 | 0.999923 |
|                                                                                     | delayed_villous_maturation                                  |  0.0824973   | 0.534484   |              59 | 0.999923 |
|                                                                                     | maternal_inflammatory_response_stage/grade                  |  0.0494984   | 0.709671   |              59 | 0.999923 |
|                                                                                     | increased_perivillous_fibrin_deposition                     | -0.0769975   | 0.56216    |              59 | 0.999923 |
|                                                                                     | distal_villous_hypoplasia_focal/diffuse                     |  0           | 1          |              59 | 1        |
| Late Third Trimester_activities_summary_veryactiveminutes                           | gest_age_del                                                |  0.204135    | 0.120945   |              59 | 0.966043 |
|                                                                                     | birthweight                                                 |  0.206631    | 0.116368   |              59 | 0.966043 |
|                                                                                     | delayed_villous_maturation                                  | -0.184471    | 0.161914   |              59 | 0.966043 |
|                                                                                     | villitis_of_unknown_etiology,_high/low_grade,_focal/diffuse | -0.162121    | 0.21991    |              59 | 0.966043 |
|                                                                                     | apgar_1                                                     |  0.123691    | 0.350638   |              59 | 0.978627 |
|                                                                                     | apgar_5                                                     |  0.117444    | 0.375686   |              59 | 0.978627 |
|                                                                                     | chorangiosis                                                |  0.115638    | 0.383121   |              59 | 0.978627 |
|                                                                                     | distal_villous_hypoplasia_focal/diffuse                     | -0.102258    | 0.440899   |              59 | 0.980905 |
|                                                                                     | increased_syncytial_knots                                   |  0.104374    | 0.431449   |              59 | 0.980905 |
|                                                                                     | nicu_days                                                   | -0.058652    | 0.659028   |              59 | 0.999923 |
|                                                                                     | accelerated_villous_maturation                              |  0.0530058   | 0.690103   |              59 | 0.999923 |
|                                                                                     | maternal_inflammatory_response_stage/grade                  |  0.0715856   | 0.590034   |              59 | 0.999923 |
|                                                                                     | increased_perivillous_fibrin_deposition                     |  0.0385461   | 0.77193    |              59 | 0.999923 |
|                                                                                     | decidual_arteriopathy_membrane_role/basal_plate/both        | -0.00275329  | 0.983488   |              59 | 0.999998 |
| Late Third Trimester_heart_rate_-_resting_heart_rate                                | nicu_days                                                   | -0.177734    | 0.248406   |              44 | 0.966043 |
|                                                                                     | distal_villous_hypoplasia_focal/diffuse                     | -0.256897    | 0.0922995  |              44 | 0.966043 |
|                                                                                     | accelerated_villous_maturation                              | -0.305323    | 0.0438637  |              44 | 0.966043 |
|                                                                                     | increased_syncytial_knots                                   | -0.305323    | 0.0438637  |              44 | 0.966043 |
|                                                                                     | decidual_arteriopathy_membrane_role/basal_plate/both        |  0.23418     | 0.126011   |              44 | 0.966043 |
|                                                                                     | delayed_villous_maturation                                  | -0.222171    | 0.147204   |              44 | 0.966043 |
|                                                                                     | maternal_inflammatory_response_stage/grade                  |  0.189031    | 0.219106   |              44 | 0.966043 |
|                                                                                     | gest_age_del                                                |  0.138766    | 0.369013   |              44 | 0.978627 |
|                                                                                     | birthweight                                                 |  0.0969765   | 0.531164   |              44 | 0.999923 |
|                                                                                     | apgar_1                                                     | -0.0391891   | 0.800605   |              44 | 0.999923 |
|                                                                                     | increased_perivillous_fibrin_deposition                     | -0.0945155   | 0.541686   |              44 | 0.999923 |
|                                                                                     | chorangiosis                                                |  0.0171846   | 0.911841   |              44 | 0.999923 |
|                                                                                     | apgar_5                                                     |  0.0134896   | 0.930745   |              44 | 0.999998 |
| Late Third Trimester_heart_rate_-_zone:_cardio_-_caloriesout                        | gest_age_del                                                |  0.17156     | 0.265486   |              44 | 0.966043 |
|                                                                                     | apgar_1                                                     |  0.186825    | 0.22463    |              44 | 0.966043 |
|                                                                                     | decidual_arteriopathy_membrane_role/basal_plate/both        | -0.186209    | 0.22619    |              44 | 0.966043 |
|                                                                                     | increased_perivillous_fibrin_deposition                     |  0.189098    | 0.218941   |              44 | 0.966043 |
|                                                                                     | apgar_5                                                     |  0.13426     | 0.384911   |              44 | 0.978627 |
|                                                                                     | chorangiosis                                                | -0.11174     | 0.470218   |              44 | 0.987746 |
|                                                                                     | nicu_days                                                   | -0.0795987   | 0.607522   |              44 | 0.999923 |
|                                                                                     | distal_villous_hypoplasia_focal/diffuse                     |  0.0440551   | 0.776446   |              44 | 0.999923 |
|                                                                                     | accelerated_villous_maturation                              |  0.0632549   | 0.683336   |              44 | 0.999923 |
|                                                                                     | increased_syncytial_knots                                   |  0.0632549   | 0.683336   |              44 | 0.999923 |
|                                                                                     | maternal_inflammatory_response_stage/grade                  |  0.0515721   | 0.739539   |              44 | 0.999923 |
|                                                                                     | delayed_villous_maturation                                  |  0.00600674  | 0.969132   |              44 | 0.999998 |
|                                                                                     | birthweight                                                 | -0.00070502  | 0.996376   |              44 | 1        |
| Late Third Trimester_heart_rate_-_zone:_cardio_-_max                                | chorangiosis                                                | -0.171913    | 0.264488   |              44 | 0.966043 |
|                                                                                     | distal_villous_hypoplasia_focal/diffuse                     |  0.14196     | 0.357983   |              44 | 0.978627 |
|                                                                                     | delayed_villous_maturation                                  | -0.162188    | 0.292871   |              44 | 0.978627 |
|                                                                                     | birthweight                                                 | -0.0332781   | 0.830199   |              44 | 0.999923 |
|                                                                                     | apgar_1                                                     |  0.0621414   | 0.688626   |              44 | 0.999923 |
|                                                                                     | decidual_arteriopathy_membrane_role/basal_plate/both        | -0.0840974   | 0.587307   |              44 | 0.999923 |
|                                                                                     | maternal_inflammatory_response_stage/grade                  | -0.0515739   | 0.73953    |              44 | 0.999923 |
|                                                                                     | increased_perivillous_fibrin_deposition                     | -0.0515739   | 0.73953    |              44 | 0.999923 |
|                                                                                     | gest_age_del                                                | -0.0062811   | 0.967722   |              44 | 0.999998 |
|                                                                                     | apgar_5                                                     |  0.0067901   | 0.965108   |              44 | 0.999998 |
|                                                                                     | nicu_days                                                   | -0.00143925  | 0.992602   |              44 | 1        |
|                                                                                     | accelerated_villous_maturation                              |  0.00180735  | 0.99071    |              44 | 1        |
|                                                                                     | increased_syncytial_knots                                   |  0.00180735  | 0.99071    |              44 | 1        |
| Late Third Trimester_heart_rate_-_zone:_cardio_-_min                                | accelerated_villous_maturation                              | -0.209578    | 0.172132   |              44 | 0.966043 |
|                                                                                     | increased_syncytial_knots                                   | -0.209578    | 0.172132   |              44 | 0.966043 |
|                                                                                     | delayed_villous_maturation                                  | -0.234189    | 0.125998   |              44 | 0.966043 |
|                                                                                     | decidual_arteriopathy_membrane_role/basal_plate/both        |  0.132106    | 0.392649   |              44 | 0.978627 |
|                                                                                     | increased_perivillous_fibrin_deposition                     | -0.137482    | 0.373501   |              44 | 0.978627 |
|                                                                                     | gest_age_del                                                |  0.110515    | 0.475125   |              44 | 0.987746 |
|                                                                                     | birthweight                                                 |  0.101209    | 0.513307   |              44 | 0.999923 |
|                                                                                     | apgar_1                                                     |  0.0256331   | 0.868816   |              44 | 0.999923 |
|                                                                                     | apgar_5                                                     |  0.0411104   | 0.791042   |              44 | 0.999923 |
|                                                                                     | nicu_days                                                   | -0.0790201   | 0.610144   |              44 | 0.999923 |
|                                                                                     | distal_villous_hypoplasia_focal/diffuse                     | -0.0415944   | 0.788639   |              44 | 0.999923 |
|                                                                                     | maternal_inflammatory_response_stage/grade                  |  0.0773336   | 0.617812   |              44 | 0.999923 |
|                                                                                     | chorangiosis                                                | -0.0773336   | 0.617812   |              44 | 0.999923 |
| Late Third Trimester_heart_rate_-_zone:_cardio_-_minutes                            | increased_perivillous_fibrin_deposition                     |  0.189104    | 0.218924   |              44 | 0.966043 |
|                                                                                     | gest_age_del                                                |  0.133068    | 0.389184   |              44 | 0.978627 |
|                                                                                     | apgar_1                                                     |  0.13677     | 0.376003   |              44 | 0.978627 |
|                                                                                     | decidual_arteriopathy_membrane_role/basal_plate/both        | -0.126146    | 0.414537   |              44 | 0.978773 |
|                                                                                     | nicu_days                                                   | -0.104844    | 0.498213   |              44 | 0.999698 |
|                                                                                     | birthweight                                                 | -0.0622554   | 0.688083   |              44 | 0.999923 |
|                                                                                     | apgar_5                                                     |  0.092072    | 0.552232   |              44 | 0.999923 |
|                                                                                     | distal_villous_hypoplasia_focal/diffuse                     |  0.0440566   | 0.776438   |              44 | 0.999923 |
|                                                                                     | accelerated_villous_maturation                              |  0.0867527   | 0.575518   |              44 | 0.999923 |
|                                                                                     | increased_syncytial_knots                                   |  0.0867527   | 0.575518   |              44 | 0.999923 |
|                                                                                     | delayed_villous_maturation                                  | -0.0180209   | 0.907569   |              44 | 0.999923 |
|                                                                                     | maternal_inflammatory_response_stage/grade                  |  0.0859565   | 0.579041   |              44 | 0.999923 |
|                                                                                     | chorangiosis                                                | -0.0687652   | 0.657382   |              44 | 0.999923 |
| Late Third Trimester_heart_rate_-_zone:_fat_burn_-_caloriesout                      | gest_age_del                                                |  0.240776    | 0.115392   |              44 | 0.966043 |
|                                                                                     | birthweight                                                 |  0.182254    | 0.236381   |              44 | 0.966043 |
|                                                                                     | apgar_5                                                     |  0.18006     | 0.242167   |              44 | 0.966043 |
|                                                                                     | nicu_days                                                   | -0.201638    | 0.189338   |              44 | 0.966043 |
|                                                                                     | delayed_villous_maturation                                  | -0.186143    | 0.226357   |              44 | 0.966043 |
|                                                                                     | distal_villous_hypoplasia_focal/diffuse                     | -0.144352    | 0.349858   |              44 | 0.978627 |
|                                                                                     | decidual_arteriopathy_membrane_role/basal_plate/both        | -0.126097    | 0.414719   |              44 | 0.978773 |
|                                                                                     | maternal_inflammatory_response_stage/grade                  |  0.120292    | 0.436693   |              44 | 0.980905 |
|                                                                                     | apgar_1                                                     |  0.0578576   | 0.709113   |              44 | 0.999923 |
|                                                                                     | accelerated_villous_maturation                              |  0.0415529   | 0.788845   |              44 | 0.999923 |
|                                                                                     | increased_syncytial_knots                                   |  0.0415529   | 0.788845   |              44 | 0.999923 |
|                                                                                     | increased_perivillous_fibrin_deposition                     |  0.0429616   | 0.781858   |              44 | 0.999923 |
|                                                                                     | chorangiosis                                                | -0.0773309   | 0.617824   |              44 | 0.999923 |
| Late Third Trimester_heart_rate_-_zone:_fat_burn_-_max                              | accelerated_villous_maturation                              | -0.209578    | 0.172132   |              44 | 0.966043 |
|                                                                                     | increased_syncytial_knots                                   | -0.209578    | 0.172132   |              44 | 0.966043 |
|                                                                                     | delayed_villous_maturation                                  | -0.234189    | 0.125998   |              44 | 0.966043 |
|                                                                                     | decidual_arteriopathy_membrane_role/basal_plate/both        |  0.132106    | 0.392649   |              44 | 0.978627 |
|                                                                                     | increased_perivillous_fibrin_deposition                     | -0.137482    | 0.373501   |              44 | 0.978627 |
|                                                                                     | gest_age_del                                                |  0.110515    | 0.475125   |              44 | 0.987746 |
|                                                                                     | birthweight                                                 |  0.101209    | 0.513307   |              44 | 0.999923 |
|                                                                                     | apgar_1                                                     |  0.0256331   | 0.868816   |              44 | 0.999923 |
|                                                                                     | apgar_5                                                     |  0.0411104   | 0.791042   |              44 | 0.999923 |
|                                                                                     | nicu_days                                                   | -0.0790201   | 0.610144   |              44 | 0.999923 |
|                                                                                     | distal_villous_hypoplasia_focal/diffuse                     | -0.0415944   | 0.788639   |              44 | 0.999923 |
|                                                                                     | maternal_inflammatory_response_stage/grade                  |  0.0773336   | 0.617812   |              44 | 0.999923 |
|                                                                                     | chorangiosis                                                | -0.0773336   | 0.617812   |              44 | 0.999923 |
| Late Third Trimester_heart_rate_-_zone:_fat_burn_-_min                              | distal_villous_hypoplasia_focal/diffuse                     | -0.173712    | 0.259447   |              44 | 0.966043 |
|                                                                                     | accelerated_villous_maturation                              | -0.308937    | 0.0413032  |              44 | 0.966043 |
